Date,bitcoin,ethereum,BNB,xrp,cardano,dogecoin,litecoin
2021-08-24,-0.03753484181189748,-0.04505170604621256,-0.05826772378349876,-0.09227987688316011,-0.06779792342784052,-0.09468293135136152,-0.07442433092860057
2021-08-25,0.0264685203943138,0.017149767105122393,0.06404359953516092,0.0329283475799709,0.0058561034057669215,0.007679690514435622,0.024124844381942623
2021-08-26,-0.04514985816811645,-0.04259315148645193,-0.04845179966252644,-0.09168244801756863,-0.07795562359209951,-0.08545710735356793,-0.05923879446902536
2021-08-27,0.04657349402311084,0.05656812103147679,0.031831157823256184,0.10594551642325482,0.15033908628824832,0.09548728867340217,0.04952572874838612
2021-08-28,-0.003413592748975347,-0.009107877637127615,-0.01693074990927368,-0.03965162118862536,-0.03425394446733465,-0.06498094921397146,-0.003754484187315832
2021-08-29,-0.0024509991845125256,-0.006724367518483376,-0.012238192265445313,-0.004227558910972068,0.002105485565685905,-0.01666395679338395,-0.006679043104825588
2021-08-30,-0.037274820336390846,0.0010887384892939167,-0.04425673725840262,-0.03520629228144255,-0.04202479515895474,0.01848949345959716,-0.04077011932145336
2021-08-31,0.0029259575649351888,0.06163530074053725,0.010667766335220819,0.07481185374903347,0.012353461609661887,0.02283715519118612,0.024563021594096845
2021-09-01,0.03520954678143795,0.1108013616606236,0.05375905330860942,0.04146689886297661,0.0357174490894514,0.05627706294293722,0.05309323629311535
2021-09-02,0.00927487210684319,-0.012217106589817561,-0.012623861872153697,0.014238516858653794,0.031215019347924366,0.0019516307397287047,0.014596475333454428
2021-09-03,0.01460035827707351,0.03887841891802424,0.009632014294649771,0.028084489906095217,0.0014174346809734395,0.003854716981044559,0.1476680547115663
2021-09-04,-0.0016133329626750736,-0.013123393555568796,0.01920376494716436,-0.027510537751570308,-0.04659710326429378,0.010650658238360755,-0.0021697240349993763
2021-09-05,0.036394115593866516,0.0167572668390239,0.013047864257397457,0.039984551790373635,0.02821798677967924,0.049458022867215456,0.08699645659191457
2021-09-06,0.017302115735386536,-0.005943278519183082,-0.017380676658387273,0.06221194481074138,-0.027476264891369562,-0.01729928253768409,-0.05372175337376195
2021-09-07,-0.11863869313792108,-0.13737683420077396,-0.17211914682014573,-0.21288224220685575,-0.122920135538516,-0.1948219760146157,-0.20949632860841216
2021-09-08,-0.015471921389405452,0.020809571678599426,-0.005754439931647148,-0.021878417804516964,-0.013991302895574598,0.009486831171543697,0.00905702455649493
2021-09-09,0.007013777170307378,-0.020695647017731744,0.014722848862742666,-0.011254785371380638,0.018532419685985402,-0.017164616642805886,0.0040737328718440935
2021-09-10,-0.03382602573709548,-0.06524623256228601,-0.04776316569473238,-0.02980305096305265,-0.05455972713011825,-0.05201997287620319,-0.03533122656773724
2021-09-11,0.007090770526472667,0.018553029619043926,0.009677539766169474,0.022497714971427496,0.1008846165827948,0.005843515735239668,0.025409736119534898
2021-09-12,0.019741016986319693,0.042234627597800056,0.02713790821356543,0.03672842307326081,-0.01996732174092275,0.03928152346749547,0.02609067191885206
2021-09-13,-0.024455190628158263,-0.036987242677833265,-0.04320587003952436,-0.050363534436468294,-0.07210003791045627,-0.06086829434421159,-0.02190384060689965
2021-09-14,0.046255542492419366,0.043010238295700276,0.037316013930941416,0.02882294786278143,-0.004252664320356869,0.018981385358102454,0.019991940361004268
2021-09-15,0.0221229695969285,0.052003188844253145,0.04065269685663697,0.02288887931277571,0.04457528304995961,0.02894355096537904,0.032714152699186094
2021-09-16,-0.00798096824179595,-0.011828030500316444,-0.015825638460089664,-0.027491679311279035,-0.03451491967090048,-0.02148212902842417,-0.019881901860924422
2021-09-17,-0.009790588230275787,-0.049027625228509564,-0.04335289157702604,-0.022530181167506977,-0.029381782834295822,-0.009581483125681745,-0.029810924428741004
2021-09-18,0.021423674391893854,0.01092097905137912,0.010218508330336995,0.008928047051461913,0.010297792028721275,0.006421321660531554,0.008423352614438606
2021-09-19,-0.022356795495555914,-0.03159126819710423,-0.005706596358612259,-0.025957625776095096,-0.03833236886231384,-0.035450187164652425,-0.03234322563795189
2021-09-20,-0.09702719558564965,-0.11211108689915683,-0.12087246834106846,-0.12911236910996746,-0.09858359132852035,-0.11530083100842714,-0.11179875576780685
2021-09-21,-0.053155460510941666,-0.07481566513139715,-0.049355500325147794,-0.05333705723431838,-0.04216451200227045,-0.034424909652013946,-0.05807834089545949
2021-09-22,0.06891562620139702,0.10842730510489229,0.09650283176194296,0.13927935930635105,0.1303556543433807,0.11248254477047914,0.08615366581010253
2021-09-23,0.029805148540686943,0.024120449701602098,0.011477372693147636,-0.002334025955849983,0.029914151704836578,0.0009529705344890615,0.014632907884273294
2021-09-24,-0.04674864274284651,-0.07381475829602291,-0.0771664112296877,-0.058329825307084214,-0.021582790560885856,-0.07161030984779826,-0.07487167265305317
2021-09-25,-0.0031132088479903786,-0.002057726426453854,-0.015417819997731286,-0.004785688174954929,0.008958871239155397,-0.0036357144413621256,-0.007136262341367328
2021-09-26,0.012029456903283275,0.04710479456089356,-0.016420616418139744,0.004637474153637182,-0.03998846483639318,-0.017060676459609958,-0.0006030703753818756
2021-09-27,-0.024148474793808106,-0.045842994944363724,-0.023489783178702872,-0.024240363915758213,-0.035817707198568915,-0.025671085652315462,-0.039200825913927595
2021-09-28,-0.027654899780973352,-0.04150227944570428,-0.009439753192016731,-0.03171615700066768,-0.04511971323560959,-0.014681588158337533,-0.030953293568819262
2021-09-29,0.01246396001474892,0.01562912858603216,0.0998142978650085,0.037017249104012176,0.01418670959682189,0.009821701696585805,0.02957350721676555
2021-09-30,0.053585858113551765,0.0509637643839671,0.05051819471133712,0.02819215688164936,0.024198971457443652,0.027666354996144893,0.056893737232938335
2021-10-01,0.09407242165507412,0.09787637896293866,0.08558657747739051,0.0882004092043163,0.06440857506500841,0.08687143939014708,0.08017815295009001
2021-10-02,-0.01000082438067551,0.023840725455590572,0.015193475224027253,-0.004804114390873207,-0.0037283665026628388,-0.018924779595899333,0.017364758909413247
2021-10-03,0.011123859058487895,0.00833643025372055,0.005614903822229067,0.01800902714414028,0.0010222450277955764,0.014160541442500785,0.008594058295931184
2021-10-04,0.021087251915941962,-0.010129140871512732,-0.011118071412536068,-0.012820810731048918,-0.027517441809571386,0.08445646669420692,-0.016916573728098072
2021-10-05,0.04453716575760858,0.03894894760226997,0.03905648410026874,0.04066568280057121,0.01944442902961152,0.043075622016195636,0.03569526807185941
2021-10-06,0.07220683697075359,0.016397577483367343,-0.016637934307251356,-0.007987048535370272,-0.010398707220898529,0.009151573514274203,0.026733076000486022
2021-10-07,-0.028218184511503708,0.0029575202981426685,0.007688264511104492,-0.009035390726461007,0.02956012022852994,-0.04592287442359111,0.00012328452402599055
2021-10-08,0.0024290021283572827,-0.0074397649404396304,-0.04584210516177656,-0.004331878922719294,-0.018355647262795705,0.002599369718404576,-0.015296265896991734
2021-10-09,0.018884015813871002,0.004143764638058656,0.0058226864997452665,0.08788599832064473,0.01368788591440695,0.012827516940251416,0.02283251726853308
2021-10-10,-0.004648362564225295,-0.045555097123331834,-0.03987895775689054,-0.020634919736842672,-0.03416641725794767,-0.07333559279881241,-0.028029467848432965
2021-10-11,0.04975126599343582,0.03736880733045922,0.020493424459537835,0.0016890558500837205,-0.008255034266576367,0.009502703407246793,0.024965995934102203
2021-10-12,-0.025754508240948937,-0.015682002578992993,0.07097454530497327,-0.03306263498325576,-0.025465418611342217,-0.023184754794837392,-0.03769248285344595
2021-10-13,0.024061974312724388,0.03308094323660704,0.058800372536802925,0.024384776019682336,0.0328980092603266,0.02837128492227281,0.02799482564293676
2021-10-14,-0.0005979469504602264,0.049520166917588426,0.0026999226183459513,0.004688158182865804,-0.006972185484313886,-7.740603770978183e-05,0.019992579907991193
2021-10-15,0.07273852016226989,0.019978959788231165,0.0035533342552165337,0.0071139628462002225,0.019915439362678033,0.0064129438441480335,0.046554147057940476
